"4";"1";"1";"1";"16";"2000-01-01 00:00:00";"2017-09-30 19:14:56";"0"
"5";"1";"2";"1";"15";"2000-01-01 00:00:00";"2017-09-30 19:25:30";"0"
"32";"2";"1";"1";"0";"2000-01-01 00:00:00";"2017-10-11 19:28:13";"0"
"33";"2";"2";"1";"1";"2000-01-01 00:00:00";"2017-10-11 19:28:13";"0"
"162";"1";"4";"1";"5";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"161";"1";"9";"1";"4";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"160";"1";"10";"1";"6";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"159";"1";"12";"1";"10";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"158";"1";"13";"1";"0";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"157";"1";"16";"1";"9";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"156";"1";"17";"1";"7";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"155";"1";"20";"1";"2";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"154";"1";"21";"1";"3";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"153";"1";"23";"1";"13";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"152";"1";"41";"1";"14";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"151";"1";"43";"1";"17";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"150";"1";"47";"1";"1";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"149";"1";"49";"1";"12";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"148";"1";"65";"1";"11";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
"147";"1";"68";"1";"8";"2019-03-06 19:30:35";"2019-03-06 19:30:35";"0"
